"DateRange"	"Ranking"	"Song"	"SingerAlbum"	"DownloadCount"	"ManagementCompany"	"RecordCompany"
2012.09.16~2012.09.22	35	어땠을까 (Feat. 박정현)	싸이 (Psy)|6집 싸이6甲 Part 1	81,851	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	36	I`ll Be There	스피카(SPICA)|I`ll Be There	79,879	B2M 엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	37	가로수길에서	가비엔제이 (Gavy NJ)|가로수길에서	78,417	Good fellas Entertainment	로엔엔터테인먼트
2012.09.16~2012.09.22	38	서쪽 하늘	윤하|`나는 가수다 2` 9월 A조 경연	77,712	아이엠비씨	아이엠비씨
2012.09.16~2012.09.22	39	사랑아 또 사랑아	백지영|아랑사또전 OST Part 4	76,322	imx	Sony Music
2012.09.16~2012.09.22	40	뜨거운 안녕 (Feat. 성시경)	싸이 (Psy)|6집 싸이6甲 Part 1	73,149	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	41	아름다운 밤이야	비스트 (Beast)|Midnight Sun	71,754	큐브엔터테인먼트	Universal Music
2012.09.16~2012.09.22	42	Hello!	포맨 (4Men)|Sorry	67,196	와이후골든브릿지, 태일런스미디어	Sony Music
2012.09.16~2012.09.22	43	Loving U (러빙유)	씨스타 (Sistar)|Loving U	67,085	스타쉽엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	44	Only One	보아 (BoA)|7집 Only One	64,504	SM Entertainment	지니뮤직
2012.09.16~2012.09.22	45	내 사랑아	이종현 (씨엔블루)|신사의 품격 OST Part 5	63,923	화앤담픽쳐스	CJ E&M
2012.09.16~2012.09.22	46	Classic	박진영, 택연, 장우영, 수지(Suzy)|Classic	60,635	JYP Entertainment	지니뮤직
2012.09.16~2012.09.22	47	대박사건 (Crash)	B.A.P|대박사건	58,519	TS엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	48	illa illa (일라 일라)	주니엘 (Juniel)|My First June	55,883	F&C Music, CJ E&M	CJ E&M
2012.09.16~2012.09.22	49	남자도 우나요	다비치|The S Part 1	55,689	INS엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	50	오,예!	형돈이와 대준이|오,예!	54,210	디아이 엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	51	I Love You	2NE1 (투애니 원)|I Love You	53,029	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	52	정말로 사랑한다면	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	51,627	CJ E&M	CJ E&M
2012.09.16~2012.09.22	53	너 그렇게 살지마	럼블피쉬|너 그렇게 살지마	50,017	제이투스타	로엔엔터테인먼트
2012.09.16~2012.09.22	54	충분히 예뻐	버벌진트 (Verbal Jint)|10년동안의오독I	49,824	브랜뉴뮤직	Universal Music
2012.09.16~2012.09.22	55	걸음이 느려서	신용재 (포맨)|신의 OST Part 2	49,481	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	56	나쁜사람	장혜진|신의 OST Part 3	48,873	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	57	지나간다 (원곡가수 김범수)	더 원 (The One)|`나는 가수다 2` 새가수 초대전	47,047	아이엠비씨	아이엠비씨
2012.09.16~2012.09.22	58	Midnight (별 헤는 밤)	비스트 (Beast)|Midnight (별 헤는 밤)	46,104	큐브엔터테인먼트	Universal Music
2012.09.16~2012.09.22	59	STYLE	라니아(Rania)|STYLE	46,010	예당컴퍼니	로엔엔터테인먼트
2012.09.16~2012.09.22	60	자꾸만 자꾸만	신용재 (포맨)|24	45,446	해피페이스 엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	61	매일 그대와  (With 김거지)	소울 다이브 (Soul Dive)|매일 그대와	45,336	J2 엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	62	One More Night	Maroon 5|Overexposed (Deluxe)	44,909	A&M / Octone Records	Universal Music
2012.09.16~2012.09.22	63	사랑아	이영현|`나는 가수다 2` 9월 A조 경연	44,796	아이엠비씨	아이엠비씨
2012.09.16~2012.09.22	64	굿모닝 (Feat. 권정열)	버벌진트 (Verbal Jint)|굿모닝	44,404	브랜뉴뮤직	Universal Music
2012.09.16~2012.09.22	65	아무리 (Feat.김진표)	성훈 (브라운 아이드 소울)|아무리	43,859	인넥스트 트렌드	로엔엔터테인먼트
2012.09.16~2012.09.22	66	Vista	피에스타(FIESTAR)|VISTA	41,752	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	67	오아시스	피아, ZICO(블락비)|골든타임 OST Part 9	41,085	윈원엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	68	머물러요	백아연|I`m Baek	40,425	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.16~2012.09.22	69	가슴이 시린 게	이현 (에이트)|신사의 품격 OST Part 3	39,851	화앤담픽쳐스	CJ E&M
2012.09.16~2012.09.22	70	달빛바다	아이유 (IU), 피에스타(FIESTAR)|LOEN TREE Summer Story	39,724	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	71	부산 바캉스	스컬 (Skull), 하하|Ya Man !!	39,469	QUAN Entertainment	지니뮤직
2012.09.16~2012.09.22	72	Officially Missing You	긱스 (Geeks)|Officially Missing You	39,131	킹핀엔터테인먼트/그랜드 라인 엔터테인먼트	킹핀엔터테인먼트
2012.09.16~2012.09.22	73	하루만	이준기|아랑사또전 OST Part 6	38,417	imx	Sony Music
2012.09.16~2012.09.22	74	두 뺨에 닿기 전에	별|골든타임 OST Part 6	37,320	윈원엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	75	한사람	허각|한사람 (빅 OST)	37,225	CJ E&M & 본팩토리	CJ E&M
2012.09.16~2012.09.22	76	그댈 마주하는건 힘들어 (그마힘)	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	37,098	CJ E&M	CJ E&M
2012.09.16~2012.09.22	77	Day By Day	티아라 (T-ara)|Day By Day	36,735	코어컨텐츠미디어	로엔엔터테인먼트
2012.09.16~2012.09.22	78	This Kiss	Carly Rae Jepsen|Kiss (Deluxe Ver.)	35,433	Interscope Records	Universal Music
2012.09.16~2012.09.22	79	Payphone (Feat. Wiz Khalifa)	Maroon 5|Payphone (Single)	35,348	A&M / Octone Records	Universal Music
2012.09.16~2012.09.22	80	미안해서 미안해	김진표 (JP)|6집 JP6	34,295	레이블 벅스	NHN벅스
2012.09.16~2012.09.22	81	77학개론 (Feat. 리쌍, 김진표)	싸이 (Psy)|6집 싸이6甲 Part 1	33,891	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	82	안되겠더라	포맨 (4Men)|각시탈 OST Part 2	33,605	더그루브엔터테인먼트 & 허브엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	83	Call Me Maybe	Carly Rae Jepsen|Call Me Maybe	33,197	Interscope Records	Universal Music
2012.09.16~2012.09.22	84	나를 불러	나윤권|나를 불러...	33,151	네버랜드	로엔엔터테인먼트
2012.09.16~2012.09.22	85	Carry On	알리 (Ali)|신의 OST Part 1	32,944	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	86	Anymore	서인영|ANYMORE	32,928	서인영컴퍼니	CJ E&M
2012.09.16~2012.09.22	87	Girl On Fire (Main Ver.)	Alicia Keys|Girl On Fire (Main Ver.) (Single)	32,459	Rca Records Label	Sony Music
2012.09.16~2012.09.22	88	사랑이 방울지네	10cm|오렌지 레볼루션 페스티발 Part 1	32,180	모그인터렉티브	Sony Music
2012.09.16~2012.09.22	89	Stop Girl	유키스 (U-Kiss)|Stop Girl	31,730	NH EMG	NHN벅스
2012.09.16~2012.09.22	90	Beautiful girl (Feat. Hyun jun of SMAS...	토니 안|Beautiful Girl	31,487	티엔엔터테인먼트	지니뮤직
2012.09.16~2012.09.22	91	청개구리 (Feat. G-Dragon)	싸이 (Psy)|싸이6甲 Part 1	31,202	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	92	벚꽃 엔딩	버스커 버스커 (Busker Busker)|1집 버스커 버스커	30,073	CJ E&M	CJ E&M
2012.09.16~2012.09.22	93	가수가 된 이유	신용재 (포맨)|24	29,932	해피페이스 엔터테인먼트	CJ E&M
2012.09.16~2012.09.22	94	하루 끝	아이유 (IU)|스무 살의 봄	29,914	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.16~2012.09.22	95	한여름밤의 꿈	브라운 아이드 걸스|Brown Eyed Girls The Original	29,792	내가 네트워크	로엔엔터테인먼트
2012.09.16~2012.09.22	96	Your Body	Christina Aguilera|Your Body (Single)	29,258	Sony Music	Sony Music
2012.09.16~2012.09.22	97	씨스루 (Feat. 개코, Zion.T)	프라이머리 (Primary)|Primary And The Messengers Part 3	28,513	아메바컬쳐	CJ E&M
2012.09.16~2012.09.22	98	Monster	빅뱅|BigBang Special Edition `Still Alive`	28,417	YG Entertainment	지니뮤직
2012.09.16~2012.09.22	99	너란 말야 (U)	태민 (샤이니)|아름다운 그대에게 OST	28,336	SM Entertainment	지니뮤직
2012.09.16~2012.09.22	100	나혼자 (Alone)	씨스타 (Sistar)|Alone	28,310	스타쉽엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	1	바람기억	나얼 (브라운 아이드 소울)|Principle Of My Soul	432,591	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	2	Missing You (Feat. 김윤아)	G-Dragon (빅뱅)|One Of A Kind	233,094	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	3	크레용 (Crayon)	G-Dragon (빅뱅)|One Of A Kind	210,489	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	4	립스틱 (Lip Stick)	오렌지 캬라멜 (Orange Caramel)|립스틱 (Lip Stick)	203,494	플레디스	로엔엔터테인먼트
2012.09.23~2012.09.29	5	Missing You	나얼|1집 Principle Of My Soul	202,085	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	6	Poison	시크릿 (Secret)|Poison	200,330	TS엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	7	사랑은 눈꽃처럼	XIA(준수)|세상 어디에도 없는 착한남자 OST Part 1	191,076	가지컨텐츠	로엔엔터테인먼트
2012.09.23~2012.09.29	8	All For You	정은지 (에이핑크), 서인국|응답하라 1997 Love Story Part 1	189,455	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.23~2012.09.29	9	이별시작	나얼|1집 Principle Of My Soul	181,193	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	10	Catch Me	동방신기|Catch Me	161,666	SM Entertainment	지니뮤직
2012.09.23~2012.09.29	11	이럴때면 (Feat. 린)	마이티 마우스 (Mighty Mouth)|네비게이션	153,711	YMC엔터테인먼트	NHN벅스
2012.09.23~2012.09.29	12	Sexy Love	티아라 (T-ara)|Mirage	153,516	코어컨텐츠미디어	로엔엔터테인먼트
2012.09.23~2012.09.29	13	너라는 명작	휘성|DOKKUN Project Part 1	148,678	WA엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	14	기억리듬	나얼|1집 Principle Of My Soul	148,296	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	15	좋겠어 (I Wish)	FTISLAND (FT 아일랜드)|4집 Five Treasure Box	143,477	FNC엔터테인먼트	CJ E&M
2012.09.23~2012.09.29	16	가지마	나비 (Navi)|REAL LOVE	142,684	ITM	로엔엔터테인먼트
2012.09.23~2012.09.29	17	여전히 난	나얼|1집 Principle Of My Soul	135,493	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	18	그XX	G-Dragon (빅뱅)|One Of A Kind	133,790	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	19	강남스타일	싸이 (Psy)|6집 싸이6甲 Part 1	131,410	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	20	우리 사랑 이대로	정은지 (에이핑크), 서인국|응답하라 1997 Love Story Part 2	131,364	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.23~2012.09.29	21	아프다	허각|아프다	128,256	젤리피쉬엔터테인먼트 & 에이큐브엔터테인먼트	CJ E&M
2012.09.23~2012.09.29	22	느린노래	백아연|I`m Baek	126,347	AQ엔터테인먼트, JYP 엔터테인먼트	지니뮤직
2012.09.23~2012.09.29	23	I Need You	허각, 지아 (Zia)|I Need You	124,207	뷰가엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	24	담배 좀 줄여	미스에스 (Miss $)|담배 좀 줄여	113,991	브랜뉴뮤직	NHN벅스
2012.09.23~2012.09.29	25	니가 싫어	어반 자카파 (Urban Zakapa)|니가 싫어	113,879	플럭서스	NHN벅스
2012.09.23~2012.09.29	26	아마추어	이승철|아마추어	112,219	㈜진엔원뮤직웍스&CJ E&M	CJ E&M
2012.09.23~2012.09.29	27	사랑은 그대다	케이윌 (K.Will)|아랑사또전 OST Part 7	110,729	imx	Sony Music
2012.09.23~2012.09.29	28	You & Me	나얼|1집 Principle Of My Soul	108,844	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	29	One Of A Kind	G-Dragon (빅뱅)|One Of A Kind	107,757	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	30	그 남자 (원곡가수 현빈)	더 원 (The One)|`나는 가수다 2` 9월 B조 경연	105,407	아이엠비씨	아이엠비씨
2012.09.23~2012.09.29	31	날 사랑하지마	임정희|다섯손가락 OST Part 1	102,672	더그루브엔터테인먼트 & 허브엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	32	Pandora	카라 (KARA)|PANDORA	102,039	DSP미디어	CJ E&M
2012.09.23~2012.09.29	33	My Girl	나얼|1집 Principle Of My Soul	101,239	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	34	멘트 (Feat. 개코)	더블 케이 (Double K)|멘트	97,573	KO사운드 & CJ E&M	CJ E&M
2012.09.23~2012.09.29	35	먼지가 되어	김광석|김광석 Best	94,712	아인스디지탈	CJ E&M
2012.09.23~2012.09.29	36	강남역 10번 출구	소울스타 (Soulstar)|강남역 10번 출구	93,725	엔에이피엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	37	결국 (Feat. ? of YG New Girl Group)	G-Dragon|One Of A Kind	91,627	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	38	Stone Of Zion	나얼|1집 Principle Of My Soul	89,168	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	39	어땠을까 (Feat. 박정현)	싸이 (Psy)|6집 싸이6甲 Part 1	88,871	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	40	가까이	태연 (TAEYEON)|아름다운 그대에게 OST `가까이`	83,607	SM Entertainment	지니뮤직
2012.09.23~2012.09.29	41	Love Dawn	나얼|1집 Principle Of My Soul	82,696	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	42	Soul Fever	나얼|1집 Principle Of My Soul	81,617	인넥스트 트렌드	로엔엔터테인먼트
2012.09.23~2012.09.29	43	Today (Feat. 김종완 of Nell)	G-Dragon (빅뱅)|One Of A Kind	76,582	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	44	I`ll Be There	스피카(SPICA)|I`ll Be There	75,115	B2M 엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	45	STYLE	라니아(Rania)|STYLE	74,043	예당컴퍼니	로엔엔터테인먼트
2012.09.23~2012.09.29	46	뜨거운 안녕 (Feat. 성시경)	싸이 (Psy)|6집 싸이6甲 Part 1	73,903	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	47	Loving U (러빙유)	씨스타 (Sistar)|Loving U	67,333	스타쉽엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	48	Hello!	포맨 (4Men)|Sorry	66,124	와이후골든브릿지, 태일런스미디어	Sony Music
2012.09.23~2012.09.29	49	눈물이 한방울	윤하|신의 OST Part 4	65,518	엠스타 Ent.	로엔엔터테인먼트
2012.09.23~2012.09.29	50	아름다운 밤이야	비스트 (Beast)|Midnight Sun	64,444	큐브엔터테인먼트	Universal Music
2012.09.23~2012.09.29	51	사랑아 또 사랑아	백지영|아랑사또전 OST Part 4	62,589	imx	Sony Music
2012.09.23~2012.09.29	52	내 사랑아	이종현 (씨엔블루)|신사의 품격 OST Part 5	62,464	화앤담픽쳐스	CJ E&M
2012.09.23~2012.09.29	53	서쪽 하늘	윤하|`나는 가수다 2` 9월 A조 경연	62,429	아이엠비씨	아이엠비씨
2012.09.23~2012.09.29	54	그대를 봅니다	성훈|신의 OST Part 5	60,852	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	55	My All (Dear My Fan)	바이브(Vibe)|VIBE 10Th Anniversary Live Edition	60,355	뮤직앤뉴	CJ E&M
2012.09.23~2012.09.29	56	Only One	보아 (BoA)|7집 Only One	58,430	SM Entertainment	지니뮤직
2012.09.23~2012.09.29	57	I Love You	2NE1 (투애니 원)|I Love You	56,762	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	58	illa illa (일라 일라)	주니엘 (Juniel)|My First June	53,155	F&C Music, CJ E&M	CJ E&M
2012.09.23~2012.09.29	59	One More Night	Maroon 5|Overexposed (Deluxe)	51,977	A&M / Octone Records	Universal Music
2012.09.23~2012.09.29	60	남자도 우나요	다비치|The S Part 1	51,443	INS엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	61	정말로 사랑한다면	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	50,303	CJ E&M	CJ E&M
2012.09.23~2012.09.29	62	대박사건 (Crash)	B.A.P|대박사건	50,061	TS엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	63	오래된친구	45RPM|오래된친구	49,404	부다레코드	CJ E&M
2012.09.23~2012.09.29	64	충분히 예뻐	버벌진트 (Verbal Jint)|10년동안의오독I	48,951	브랜뉴뮤직	Universal Music
2012.09.23~2012.09.29	65	얼마나 좋을까	루나플라이 (LUNAFLY)|얼마나 좋을까	43,907	내가 네트워크	로엔엔터테인먼트
2012.09.23~2012.09.29	66	Midnight (별 헤는 밤)	비스트 (Beast)|Midnight (별 헤는 밤)	42,987	큐브엔터테인먼트	Universal Music
2012.09.23~2012.09.29	67	Die Young	Ke$ha|Die Young (Single)	42,545	Sony Music	Sony Music
2012.09.23~2012.09.29	68	굿모닝 (Feat. 권정열)	버벌진트 (Verbal Jint)|굿모닝	42,430	브랜뉴뮤직	Universal Music
2012.09.23~2012.09.29	69	Vista	피에스타(FIESTAR)|VISTA	40,764	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	70	Officially Missing You	긱스 (Geeks)|Officially Missing You	40,678	킹핀엔터테인먼트/그랜드 라인 엔터테인먼트	킹핀엔터테인먼트
2012.09.23~2012.09.29	71	자꾸만 자꾸만	신용재 (포맨)|24	40,393	해피페이스 엔터테인먼트	CJ E&M
2012.09.23~2012.09.29	72	걸음이 느려서	신용재 (포맨)|신의 OST Part 2	39,727	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	73	가까이 가까이	버벌진트 (Verbal Jint)|천번째 남자 OST Part 5	38,270	스타엔트리엔터테인먼트	Warner Music
2012.09.23~2012.09.29	74	되돌릴 수 있다면	이은미|그래도 당신 OST Part 2	38,203	KT SNOW	미러볼뮤직
2012.09.23~2012.09.29	75	달빛바다	아이유 (IU), 피에스타(FIESTAR)|LOEN TREE Summer Story	37,643	로엔엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	76	너 그렇게 살지마	럼블피쉬|너 그렇게 살지마	37,603	제이투스타	로엔엔터테인먼트
2012.09.23~2012.09.29	77	가슴이 시린 게	이현 (에이트)|신사의 품격 OST Part 3	37,359	화앤담픽쳐스	CJ E&M
2012.09.23~2012.09.29	78	오,예!	형돈이와 대준이|오,예!	37,186	디아이 엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	79	Payphone (Feat. Wiz Khalifa)	Maroon 5|Payphone (Single)	36,916	A&M / Octone Records	Universal Music
2012.09.23~2012.09.29	80	브라우니	브라우니|브라우니	35,840	기회주의엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	81	Call Me Maybe	Carly Rae Jepsen|Call Me Maybe	35,490	Interscope Records	Universal Music
2012.09.23~2012.09.29	82	Day By Day	티아라 (T-ara)|Day By Day	35,392	코어컨텐츠미디어	로엔엔터테인먼트
2012.09.23~2012.09.29	83	부산 바캉스	스컬 (Skull), 하하|Ya Man !!	35,242	QUAN Entertainment	지니뮤직
2012.09.23~2012.09.29	84	한사람	허각|한사람 (빅 OST)	35,225	CJ E&M & 본팩토리	CJ E&M
2012.09.23~2012.09.29	85	그댈 마주하는건 힘들어 (그마힘)	버스커 버스커 (Busker Busker)|버스커 버스커 1집 마무리	34,954	CJ E&M	CJ E&M
2012.09.23~2012.09.29	86	미안해서 미안해	김진표 (JP)|6집 JP6	34,818	레이블 벅스	NHN벅스
2012.09.23~2012.09.29	87	77학개론 (Feat. 리쌍, 김진표)	싸이 (Psy)|6집 싸이6甲 Part 1	34,164	YG Entertainment	지니뮤직
2012.09.23~2012.09.29	88	나쁜사람	장혜진|신의 OST Part 3	34,156	스타우스 엔터테인먼트	로엔엔터테인먼트
2012.09.23~2012.09.29	89	사랑을 모르나봐	R.ef|It`s R.ef	33,138	150 엔터테인먼트	오감엔터테인먼트
2012.09.23~2012.09.29	90	How are you	동방신기|Catch Me	33,036	SM Entertainment	지니뮤직
2012.09.23~2012.09.29	91	지나간다 (원곡가수 김범수)	더 원 (The One)|`나는 가수다 2` 새가수 초대전	32,925	아이엠비씨	아이엠비씨
